lyrics,Emotion
"তোমার পথ চেয়ে, আমি দাঁড়িয়ে আছি বহুদূর,
বোহেমিয়ান সুরে, আমি খুঁজে ফিরি মধুর।",happiness
"দিনের শেষে, যখন তুমি ঘরে ফিরবে,
তখন দেখবে, আমি তোমার জন্য আলো জ্বালাবো।",happiness
"আমার হৃদয় জুড়ে, শুধু তোমারই বসবাস,
বোহেমিয়ান সুরে, আমি বাঁচবো অবিরত বারো মাস।",happiness
"অন্ধকার, অন্ধকার, চারিদিকে শুধু অন্ধকার
আলো নেই, পথ নেই, দিশেহারা এই মন আমার",sadness
"বুকের খাঁচায় বিশ্ব নিয়ে, নিওন আলোয় হাঁটতে গিয়ে
আমার প্রবল ঝড়ের ভিড়ে, গেলাম হারিয়ে",nostalgia
"আমি আকাশের মত তোমার ঘরের বাইরে থাকি
তোমার ঘরে চাঁদের আলো, আমি মেঘে ঢাকা থাকি।",nostalgia
"তুমি বৃষ্টি ভেজা, আমি শুকনো পাতা,
তোমার বাঁশি বাজে, আমার নীরবতা।
",happiness
"আমার দুঃখেরা সব, তোমার গানের সুরে,
মিশে যায়, হারিয়ে যায়, মেঘেদের ভিড়ে।",nostalgia
"তুমি হাসো, আমি কাঁদি, এ কেমন খেলা,
আমার প্রেম যেন, এক বোকা খোলা।",sadness
"বোহেমিয়ান, বোহেমিয়ান, দুঃখের গান গায়,
আলো ঝলমলে দিনেও, আমার আঁধার কাটে না।",nostalgia
"এই শহরের ভিড়ে, আমি একা, বড় একা,
তোমার প্রেমের খোঁজে, আমি পথ হারাই, পথ আঁকা।",sadness
"আমি সুরের মত, তোমার স্বপ্নে বাঁধা,
তোমার গান ছাড়া, আমার জীবন সাদা।",nostalgia
"তুমি ফুল, আমি কাঁটা, এ কেমন বিচার,
আমার দুঃখেরা, তোমার গানের উপহার।",anger
"আমি আকাশের মত তোমার ঘরের বাইরে থাকি,
বৃষ্টি হয়ে ঝরতে চাই, তবু পারিনা যে ডাকি।",nostalgia
"তুমি অন্য কারোর, আমি শুধু পথ চেয়ে থাকি,
এই বোহেমিয়ান মন, গর্জনে শুধু কাঁদে।",sadness
"আমি তোমার জন্য, আজও পথ চেয়ে আছি,
এই বোহেমিয়ান মন, গর্জনে শুধু কাঁদে।",sadness
"মন, হাওয়ায় পেয়েছি তোর নাম
মন, হাওয়ায় হারিয়ে ফেললাম ",happiness
"হাওয়া দিলো শিশিরানিটা
হাওয়া দিলো ডানা
হাওয়া দিলো ছেঁড়া স্যান্ডল
ভুল ঠিকানা মন রে…",sadness
"হলুদ আলোয় হাওয়ার আবীর মাখলাম
হে হে হে…
মন, আলেয়া পরালো খালি হাত
মন, জাগেনা জাগেনা সারা রাত",nostalgia
"জেগে থাকে ঘুম পাহাড়ের মন
কেমন আলো
দূরদেশে ফিকে হওয়া রাত
ডাক পাঠালো মন রে…",nostalgia
"ঘুমের গোপনে তোমাকে আবার ডাকলাম
হে হে হে…
আদরের ডাক যদি মুছে
এই নাও কিছু ঘুম পাড়ানি গান আলগোছে",happiness
"বোঝনা এটুকু শিলালিপি
মন রে..
ব্যাথার আদরে অবুঝ আঙ্গুল রাখলাম
হে হে হে…
মন, বুকের ভিতরে যে নরম",sadness
"ছুঁয়ো না ছুঁয়ো না এরকম 
ছুঁয়ে দিলে বুক কুরে কুরে খায়
সোনা পোকা
বেপাড়ায় কাঁদবেনা এমা ছি: ছি: বোকা",anger
"যদি চাও রাঙ্গিয়ে দাও এই স্বচ্ছ জল,
গড় বর্ণহীন রংধনু।
যদি তুমি বুনতে পার স্বপনের রঙিন জাল,
যদি নাওবা থাকে স্বপ্ন অপূর্ণ।",happiness
"পেরিয়ে বহুদূর, আজ আমি আলোয়
পেছনে ফেলে সব, বিষণ্ণ প্রলয়
পেয়েছি নতুন সুর, বিবর্ন গানে
দেখেছি স্বপ্ন আবার, আচ্ছন্ন মনে
",happiness
"আজ আমি দুঃখ ভুলে, চলেছি কল্পলোকে
সৃষ্টিরই তীব্র লোভে, আবারও এই আমি
",happiness
"আজ উঠেছে এক নতুন সুর্য
সাদা মেঘেরই ভিড়ে
মুছে ফেলে সব অতীত স্মৃতিগুলো
নতুনের সুরে
",happiness
"জেগে ওঠো তোমরা আজ দুঃস্বপ্ন ভুলে
তাকিয়ে দেখো সৃষ্টির খেলা চোখটা খুলে
",happiness
"আগামীর পথে, সম্ভাবনারই তীরে,
এগিয়ে চল, সৃষ্টির মোহে একা।
",happiness
"আগামীর পথে, সৃষ্টির মোহে একা,
এগিয়ে যাবে একাকী যে,
তোমারই পথে প্রভু।
",happiness
"এগিয়ে যাবে কষ্ট ভুলে,
যাবে এগিয়ে স্বপ্ন ছিঁড়ে
পৌঁছে যাবে তোমারই তো পথে।
",happiness
"আলোকিত হয়ে ওঠো
আছে সবাই আলোড়িত
জেগে ওঠার কথা বল
কিরণ মেলায় নেবে চল
",happiness
"আলোকিত হয়ে ওঠো
আছে সবাই আলোড়িত
জেগে ওঠার কথা বল
কিরণ মেলায় নেবে চল
",happiness
"ছড়িয়ে দাও অন্ধকারে আলো
এগিয়ে নাও
",happiness
"শাহবাগ জনতার, বুক ফাটা চিৎকার,
বাংলার জনতার, বুক ফাটা চিৎকার
তুই রাজকার, তুই রাজাকার, তুই রাজকার,
তুই রাজকার, তুই রাজাকার, তুই রাজকার",anger
"এই শহর দখল করে রেখেছে দানবেরা,
রক্তে ভিজে গেছে পথঘাট সারা,
তাদের হাতে বন্দী মানুষের স্বপ্ন,
আজ শিকল ভেঙে দাঁড়াবার সময়।",anger
"যত বাঁধা দাও, আমি তত জ্বলে উঠি,
যত চাও থামাও, আমি তত গর্জে উঠি,
মুঠো ভরে আগুন নেবো হাতে,
জ্বালিয়ে দেবো মিথ্যার প্রাসাদ।",anger
"তুমি মিথ্যে বলেছো, ছলনা করেছো,
বিশ্বাস ভেঙেছো, হৃদয় ভেঙেছো,
এবার আমায় দেখো, আমি নই আগের আমি,
এই রাগে পুড়িয়ে দেবো সব স্মৃতি",anger
"আমায় বন্দী করে রাখো, তবুও ভাঙবো শিকল,
আমার রক্তে আগুন, চোখে বিদ্রোহের জ্বলন,
যত আঘাত দাও, আমি তত শক্ত হবো,
এবার যুদ্ধ হবে শেষ নিঃশ্বাস পর্যন্ত।",anger
"এই জিত আমার অধিকার,
তোমার হার আমার অঙ্গীকার,
শাসন তোমার, বিদ্রোহ আমার,
আজ ভাঙবো সব মিথ্যার প্রাচীর",anger
"তুমি প্রতিশ্রুতি ভেঙেছো, ছলনা করেছো,
আমার স্বপ্ন তুমি পুড়িয়ে ফেলেছো,
এবার দাঁড়াবো বিদ্রোহের আগুন নিয়ে,
শেষ নিশ্বাস পর্যন্ত লড়বো তোমার বিরুদ্ধে",anger
"তোমার প্রতিটি কথা বিষের মতো,
তুমি মুখোশ পরে রাজত্ব করো,
আজ সেই মুখোশ আমি ফাড়িয়ে ফেলবো,
মিথ্যার মঞ্চ আমি জ্বালিয়ে দেব",anger
"নেই কোনো পথ, নেই কোনো পরিচয় – আমি ঠিকানাবিহীন
নেই কোনো দেহ, নেই কোনো নিঃশ্বাস – আমি দৃষ্টিবিহীন
আমি অস্থির, আমি চঞ্চল, আমি নিজেকে করি উচ্ছৃঙ্খল
আমি দুর্বার, আমি দুর্জয় – নেই যে কোনো পরাজয়",anger
"আর চার দেয়ালে কেন একা ডুবে থাকা
এই বর্তমানকে দূরে ঠেলে অতীতের ছবি আঁকা
শুধু না না না না না বলে, কর না না আসলে
কালজয়ী বাঁধনে আমি বন্দী হতে জানি",anger
"ক্রোধ আমার হাতের আঙ্গুলে, ঘৃণা আমার নখে
মনের এক অস্থিরতা খাচ্ছে কুরে কুরে
উড়বো আমি আকাশটাতে আজ অন্যভাবে
সব দুঃখে হাসবো আমি অন্ধকারে বসে",anger
"রাতের ঘুম, গানের গলা, যাচ্ছে যেন মরে
হাসতে গেলে এখন চোখে পানি আসে
সৃষ্টিই হবে অন্যরকম একটি গল্প আজ
আবার দেখবে, হারিয়ে গেছি আমি",anger
"আপনার দমন যত ব্যর্থ, আমার বিদ্রোহ তত তীব্র
দরজার বাইরে আগুন জ্বলে, চুপ করি না আমি অধিক
ভাঙে প্রতিটি সিল, ছিঁড়ে শিকল পুরনো
এবার বিদ্রোহের গান গাই, শেষ না হওয়া যুদ্ধের মঞ্চে",anger
"এই অফুরান রাগে ভেঙে ফেলি থামার সব বাঁধন
দূরে সরিয়ে দেই তোমাদের মিথ্যার প্রতিমাসীন মানচিত্র
আমার গর্জন পাতিয়ে দেবে চারদিকে বিদ্রোহের বায়ু
এই রাত্রির নিরবতা আমি অস্ত্র বানিয়ে চালিয়ে যাই",anger
"হাসতে গেলে এখন আমার পানি আসে চোখে,
কখন জানি হঠাৎ আবার চোখের রক্ত ঝরে।
সৃস্টি হবে অন্যরকম একটি গল্প আজ,
আলো’র নিচে সাজবো আমি, অন্ধকারের সাজ",anger
"আগত, মুক্ত প্রাণে এগিয়ে…
মন কে কোথায় রেখে চলে যায় সে গোপনে;
ছবি আজ তাকে আঁকে কোথায় হারিয়ে…
রংধনুর সাথে কিসের খোঁজে",anger
"শেকলবন্দি বাগের মত তুমি ভুলে গেছো তোমার হুংকার?
কাঁচায় রুদ্ধ পাখির মত হারিয়েছ কি শক্তি ডানা মেলবার?
ঘৃণা ছুড়ে মারো তাদের মুখে যারা শ্রদ্ধা দেয়নি তোমায়,
তোমার বজ্রের মতো গর্জে ওঠো তুমি, সময় এসেছে ঘুরে দাঁড়াবার",anger
"মনের ভেতর যুদ্ধ চলে আমার সারাক্ষণ, নেশার মতো থমকে থাকে ক্লান্ত এ জীবন।
মিছিল ভাঙ্গা নির্জনতায় দাঁড়িয়ে একা, চোখের দেখায় যা দেখি আর হয়নি যা দেখা।
অভিমান নদীর তীরে দাঁড়িয়ে থাকি একা, স্মৃতির হাহাকার আলোর ছায়া নিভিয়ে দেব মলিন অন্ধকার",anger
"সভ্যতার অন্য পিঠে, আঁধারের ভেতর থেকে
মধ্যাঙ্গুলি কালি মাখে, কবির খাতায় শব্দ ঢোকে
আমি হাসি তোমার ধ্বংসে, আমি বিষ ধরাই তোমার রক্তে…
ঘৃণা ছুড়ে মারো তাদের মুখে যারা শ্রদ্ধা দেয়নি তোমায়",anger
"তুমি মরে গেলেও থামবো না আমি!
আমি আর কাঁদিনা, তোমায় নিয়ে ভাবিনা…
তুমি নিকৃষ্ট!… ওয়াক থু!
আমি দাঁড়িয়ে থাকবো কবরের পাশে",anger
"আবার ডাকছে আমায় অন্ধকার…
আবার মিথ্যে মুখর চারিপাশ…
পরাজয় আজ জয়ের হাসি হাসে…
আমার আকাশ আজ কালো… আমার চোখে আজ দুঃস্বপ্ন",anger
"তাকিয়ে থাকা শূন্য দৃষ্টিতে, দেয়ালের অপার্থিব আলোর ভিড়ে…
আমার শরীর ক্লান্তি হারায় অধিকার নিয়ে…
সব আলো নিভিয়ে দাও, ঘুমাব আমি আলোর শেষে…
জয় হোক ক্লান্তির, জয় হোক অবসাদের",anger
"খানকি মাগী এখন থামো
মিথ্যে কান্না অনেক হল
কি লিখবো জানি না, কি গাইবো ভাবি না
দুই পয়সার whore, তোমায় আমি চুদি না",anger
"তুমি বলেছিলে মানুষ বদলায়
আমিও বদলে গেছি
এখন দেখো কার চোখে রক্ত ঝরে
অন্ধকারে
(তুমি নিকৃষ্ট)",anger
"কারণ তুমি অমানুষ
ওয়াক থু!
তুমি অমানুষ
তুমি নিকৃষ্ট",anger
"আগুন জ্বালিয়ে দেবো আমি অন্ধকার রাতে,  
জ্বলবে আমার ক্রোধে আজ প্রতিবাদের বাতি,  
নির্বিচারে দমন নেবো না কোনো দিন,  
আমার রাগে ভস্ম হয়ে যাবে সব প্রতিকূল।
",anger
"বিদ্রোহী হ’তে হয় হৃদয় যখন ফেটে যায়,  
রাগের স্রোতে সব শৃঙ্খল ছিঁড়ে যায়,  
আমার বিদ্রোহ আমার শক্তি আজ,  
আমি রাগে জ্বলে, আমি মুক্তির আলো।  
",anger
"অস্তিত্বের সন্ধানে উঠে এসেছে রাগ,  
যুদ্ধ করি আজ নিজেকেই বদলাতে,  
রাগের ভেতর লুকিয়ে আছে সপ্ন সব,  
বিদ্রোহের পথে হেঁটে যাব অনন্তকাল।  
",anger
"অভিমান আমার রাগের শিকল ভাঙে,  
নিভে যাক মিথ্যার আগুন, জ্বলে নতুন আশা,  
রাগে লেগে আছে হৃদয়ের সব কথা,  
বিদ্রোহের সুরে গড়ি নতুন এক দুনিয়া।  
",anger
"মনের অন্ধকারে বাসা বাঁধে তুমিই,  
রাগের ছায়ায় দগ্ধ হৃদয় তবু জ্বলে,  
বাধা ডিঙিয়ে চলা যায় না কোন পথে,  
আমি রাগে দগ্ধ, আমি অবিচল।  
",anger
"অশ্রু ঝরবে চোখে, রাগ জমবে অন্তরে,  
নির্যাতনের সুরে আজ গড়বে নতুন যুদ্ধে,  
আমার রাগের আগুন সিক্ত করবে ধরণী,  
নির্যাতনের বিরুদ্ধে দাঁড়াবে সবাই।  
",anger
"রক্ত ঝরবে মাঠে, হবে বিদ্রোহের উৎসব,  
তোমাদের ধ্বংস হবে, আমি আছি প্রস্তুত,  
আমার রাগে ধ্বংসের শিখা জ্বলে আজ,  
সত্যের পথে হাঁটবো, বাধা কোনোরপে নয়।  
",anger
"চুপ করব না আর, আমার রাগ বলবে কথা,  
শিকল ভাঙবে আজ, উঠে দাঁড়াবে প্রহার,  
বিদ্রোহের সুরে বাজবে প্রাণের তালে,  
তুমি শুনবে আজ আমার রাগের গান।  
",anger
"বিকাল গড়িয়ে আসছে সন্ধ্যা, ভীত দেশের জনতা,  
রাত্রি হলেই শুরু হবে আগুনের বারোটা,  
আমার রাগে জ্বলে মাটির প্রতি ইজ্জত,  
অন্ধকার ছেড়ে বাঁচবো আলোর পথে আমি।  
",anger
"রক্ত ঝরবে আমি, চুপ থাকবো না আজ,  
নিষ্পেষিত মাটির জন্য গড়বো প্রতিবাদ,  
শিকল ভাঙবে, মুক্তির ডাক উঠবে,  
আমার রাগের বাণী দুনিয়ায় বাজবে।  
",anger
"আজকের এই রাগে জমবে নতুন শপথ,  
অন্ধকার ভেঙে আসবে মুক্তির আলো,  
প্রতিবাদের সুরে বেজে উঠবে শহর,  
আমার রাগ আমার অস্ত্র হয়ে দাঁড়াবে।  
",anger
"সংগ্রামের পথে ছুটবে আমার রাগের স্রোত,  
নির্যাতনের বিরুদ্ধে দাঁড়াবে আমার চোখ,  
স্বাধীনতার স্বপ্ন নিয়ে গড়ব নতুন সপথ,  
আমার রাগ আমার জয় হবে নিশ্চিত।  
",anger
"প্রতিবাদের সুরে গুঞ্জন করে শহর,  
রাগের জ্বালায় পুড়বে সব অবিচার,  
আমি দাঁড়িয়ে আছি অবিচল হ্রদয়ে,  
আজকের এই রাগ আমার অস্ত্র।  
",anger
"রাগের সুরে বাজে আমার হৃদয়,  
অবিচারের বিরুদ্ধে আমি গড়ব গান,  
নতুন দিনের স্বপ্নে জ্বলে আমার আশা,  
বিদ্রোহের পথে আমি এগিয়ে চলব।  
",anger
"বিদ্রোহী তরুণ আজ ঘুম পাড়ায় না,  
রাগের স্রোতে ছুটে চলে সে পথে,  
অবিচারের বিরুদ্ধে গড়ে নতুন যুদ্ধ,  
আলো জ্বালাবে অন্ধকার রাতের মাঝে।  
",anger
"বিপ্লবের ডাক শুনে উঠে শহর,  
রাগের আগুনে পুড়ে সব অবিচার,  
প্রতিবাদের পথে চলবে হাজারি,  
বিদ্রোহের সুরে বেজে উঠবে জীবন।  
",anger
"বিদ্রোহের সিংহাসনে বসে আমি,  
রাগের তুফানে ভাসে সারা দেশ,  
বাধা নেবে না আর কেউ আজ,  
আমার রাগেই জাগবে নতুন আশা।  
",anger
"অগ্নিপরীক্ষায় জ্বলেছে হৃদয়,  
রাগের আগুনে পুড়ে সব দুর্দশা,  
নির্যাতনের বিরুদ্ধে গড়ব নতুন সপথ,  
বিদ্রোহী সুরে বাজবে আমার গান।  
",anger
"অগ্নিপথে হাঁটবো রাগের সাথে,  
অবিচারের বিরুদ্ধে গড়ব নতুন দুনিয়া,  
বিদ্রোহী হৃদয়ে জ্বলে এক আশার শিখা,  
আমি আজ স্বাধীনতার গান গাই।  
",anger
"অগ্নিসংঘর্ষের মাঝে আমি দাঁড়িয়ে,  
রাগের তেজে ছুঁড়ে ফেলি chains ভাঙ্গা,  
অবিচারের বিরুদ্ধে জ্বলে আমার রাগ,  
বিদ্রোহী পথে আমি আগুন জ্বালাই।  
",anger
"বিদ্রোহী চেতনায় জ্বলে আমার মন,  
রাগের আগুনে পুড়ে সব বাঁধন,  
নির্যাতনের বিরুদ্ধে গড়ব নতুন আশা,  
আমি আজ স্বাধীনতার গান গাই। ",anger
"বিদ্রোহের শিখায় জ্বলছে আমার আশা,  
রাগের আগুনে পুড়ে সব ভুল ভ্রান্তি,  
নতুন দিনের স্বপ্নে গড়ব যুদ্ধের গান,  
আমি আজ মুক্তির পথে যাই।",anger
"রাগের যাদুতে জ্বলছে আমার প্রাণ,  
বিদ্রোহের সুরে বাজে নতুন গান,  
অবিচারের বিরুদ্ধে দাঁড়াবে সাহসী,  
আমি আজ মুক্তির ডাক দিচ্ছি।",anger
"তোমার যত কীর্তিকলাপ সেও তো আছে জানা,
ইচ্ছে করে মুখ খুলিনা,
বলতে অসব মানা!",anger
"অপরের নিন্দা করেই ভাঙলে কেবল গলা..
নির্বাচনের আগায় তোমার শতেক চলাকলা..
কখন শান্তি-প্রীতি -কখন বিক্ষোভও,
আসলে তো জানি সবই সিংহাসনের লোভ",anger
"যদিও তোমার চোখের চশমাটা রঙ্গিন..
চোরদের দশ দিন আর গেরস্থের এক দিন
নেতাদের দশ দিন আর আমাদের এক দিন।",anger
"বিদ্রোহী সুরে বাজে আমার গান,  
রাগের আগুনে পুড়ে সব বাধা,  
নতুন দিনের স্বপ্নে জ্বলে আমার আশা,  
আমি আজ বিদ্রোহের পথে যাই।  ",anger
"অগ্নির পথে হাঁটবো রাগের সাথী,  
অবিচারের বিরুদ্ধে গড়ব নতুন দুনিয়া,  
বিদ্রোহী হৃদয়ে জ্বলে নতুন আশা,  
আমি আজ মুক্তির গান গাই।  
",anger
"প্রতিবাদের আগুনে পুড়ে যায় সব শৃঙ্খল,  
রাগের স্রোতে ভাসে আমার আশা,  
নতুন দিনের স্বপ্নে গড়ব নতুন পথ,  
আমি আজ বিদ্রোহের গান গাই।  
",anger
"অগ্নি সংকেত হয়ে জ্বলে আমার রাগ,  
বিদ্রোহী সুরে বাজে নতুন গান,  
অবিচারের বিরুদ্ধে গড়ব প্রতিরোধ,  
আমি আজ মুক্তির ডাক দিচ্ছি।  
",anger
"আগুনের দাবানলে জ্বলে শহরের বুক,  
রাগের স্রোতে হারিয়ে গেছে সুখ,  
অবিচারের দেয়াল ভেঙে ফেলবো আজ,  
বিদ্রোহের পথেই আমার সাজ।  
",anger
"রক্তের হিসাব চাই অবিলম্বে,  
রাগের আগুনে শপথ নিলাম মনে,  
যে অত্যাচার ভেঙেছে মানবতা,  
তারই বিরুদ্ধে লড়বো সর্বতা।  
",anger
"অগ্নি ঝড় বয়ে যায় রাগের স্রোতে,  
দুঃখ আর ক্ষোভ মিলেছে প্রতিরোধে,  
আজ আমি দাঁড়িয়ে আছি দৃঢ়তায়,  
অত্যাচারের রাত ভাঙবে প্রভাতায়।  
",anger
"বিদ্রোহের রঙে রাঙানো এই রাত,  
রাগের তেজে জেগেছে সব প্রাণ,  
নতুন দিনের জন্য শপথ নিয়েছি,  
অবিচারের দেয়াল আমি ভেঙেছি।  
",anger
"যুদ্ধের ডাক শুনে কেঁপে ওঠে বাতাস,  
রাগের আগুনে তপ্ত আমার নিশ্বাস,  
আজকের লড়াই জিতব আমরা সবাই,  
শত্রুর মুখে আর হাসি থাকবে নাই।  
",anger
"অগ্নি বিদ্রোহের ডাক এসেছে আজ,  
রাগের স্রোতে ভেসেছে সব সাজ,  
যে বাঁধা আছে ভেঙে যাবে তাতে,  
মুক্তির গানে কণ্ঠ মেলাবো সাথে।  
",anger
"রাগের শপথ নিয়েছি এই রাতে,  
অবিচারের অন্ধকার যাবে মুছে,  
যতক্ষণ না মুক্তি পাব সবাই,  
এই যুদ্ধ থামানো যাবে না ভাই।  
",anger
"প্রতিরোধের মশাল হাতে নিয়ে,  
দাঁড়িয়েছি আমি রাগের তেজে,  
শত্রুর শাসন ভেঙে ফেলব একদিন,  
সেই দিনই হবে আমার মুক্তির দিন।  
",anger
"অগ্নির মিছিল এগিয়ে যায় রাস্তায়,  
রাগের চিৎকার প্রতিধ্বনি দেয় আকাশে,  
অত্যাচারের দেয়াল ভাঙবো এবার,  
স্বাধীনতার শপথ নিলাম বারবার।  
",anger
"রাগের রণক্ষেত্রে দাঁড়িয়েছি আমি,  
অন্যায়ের জবাব দেবো সঠিক নামেই,  
যতক্ষণ না হার মানে শত্রুর মুখ,  
আমার যুদ্ধ চলবে অদম্য সুখ।  
",anger
"দাহের তাপে পুড়ছে এই বুক,  
অবিচারের ক্ষত ভরবে না সুখ,  
আজকের রাগে জেগেছে আমার প্রাণ,  
প্রতিরোধ হবে মৃত্যুর দান।  
",anger
"লড়াই চলবে যতক্ষণ শ্বাস আছে,  
রাগের তেজ ভরেছে প্রতিটি কাছে,  
অন্যায়ের দিন শেষ হবে আজ,  
অগ্নির পথে এগোবে আমার সাজ।  
",anger
"যুদ্ধের গান গাইবো আজ সবাই,  
অবিচার ভাঙবো রক্ত দিয়ে ভাই,  
রাগের তেজে বাঁচবে এই প্রাণ,  
শত্রুর হবে করুণ অবসান।  
",anger
"অবিরাম রাগে ভেসেছে এই মন,  
অত্যাচার ভাঙবে প্রতিটি ক্ষণ,  
শত্রুর শাসন আজ শেষ করবো,  
রক্তের বিনিময়ে মুক্তি আনবো।  
",anger
"অগ্নির পথে হাঁটছি আজ নির্ভীক,  
রাগের ঢেউয়ে ভাসছে প্রতিটি দিক,  
অত্যাচারের মুখে জ্বলে উঠুক আগুন,  
স্বাধীনতার জন্য দেবো রক্তের ধুন।  
",anger
"যুদ্ধের শপথ নিলাম রক্তে,  
অত্যাচার ভাঙবো শক্তি দিয়ে ক্ষণে,  
রাগের আগুনে পুড়ুক শত্রুর দেয়াল,  
মুক্তির গান হবে বিজয়ের কাল।  
",anger
"চাইলে তুমি হারিয়ে যাও,
রাজাহীন কোন রাজ্যে জনশূন্য কোন প্রাচ্যে।
চাইলে তুমি দিনকে বলতে পার চাদের আলোয়,
এসো সবাই মিলে মিশে,",happiness
"ঘুম যা রে বিবিয়া,
ঘুম যা রে বিবিয়া।
ঐ যে দূরে চাঁদের কণা,",happiness
"ঐ যে দূরে নদীর স্রোত,
বয়ে চলে অবিরাম।
মাঝি বায় নৌকা ধীরে,",happiness
"নদীর ধারে কাশফুল দোলে,
রূপালী আলো ঝলমলে।
ঝিঁঝিঁ পোকার গান শুনিয়ে,
ঘুম পাড়ায় শিশির ভেজা ঘাস।",happiness
"চাঁদ মামা আসবে এখন,
ঘুমের দেশে উড়াল দিতে।
তুমি শুধু দু'চোখ বুঁজে,
স্বপ্নে ভেসে বেড়াও।",happiness
"অনুভূতির কোন,
লুকিয়ে রাখা যেন,
হঠাৎ করেই খুঁজে পাওয়া।",happiness
"তেমনই করে তুমি এলে যে,
আজ আমার এ জীবনে।
সেই থেকে সবকিছু বদলে যাওয়া। ",happiness
"তুমি আমার হয়ে আছো বলেই,
সব স্বপ্নঘুড়ি উড়াই আমি রোজ আকাশে।
শেকল বেঁধেছো তুমি,",happiness
"আমারই দু'পায়ে।
তবুও আমি উড়ি,
তোমারই জন্য। ",happiness
"ভেজা ঘাস মাড়িয়ে,
ছুটে চলি, স্বপ্নের দেশে।
হঠাৎ কালো মেঘ,
ঢেকে দেয়, সব আলো।",happiness
"তবুও আমি,
তোমাকে খুঁজি,
বৃষ্টির ফোঁটায় ফোঁটায়। ",happiness
"কি আশা নিয়ে জেগেছি সকালে
আঁকলাম সূর্য তোমার কপালে
অথচ সারাকাশ জলে বিম্বিত",happiness
"দৃষ্টিবিভ্রম কল্পনা প্রসূত
রকম অনেক আশা নিয়ে আমি জেগে উঠি
ক্ষত সেরে গেলে আবার বিব্রত হয়ে উঠি
আলো, আরও আলো
আঁধার ঘনালো",happiness
"আমার এই প্রাণ বৃথাই
উড়ে বেড়ায় তোমারই ছায়ায়
কি এক উৎকন্ঠা আমার",happiness
"সাঁঝের মেঘ ভেসে যায়, ভেসে যায়
আমি বুঝেছি যে হায় শিশুর মত হতে হয়, সরল হয়",happiness
"যা কিছু সব আঁকা হয়
তবু সে মুখ আসে না যে মায়ায়
আসলে এরকম কোন মুখ নেই যে",happiness
"আসলে এরকম কোন মানুষ নেই যে
সবই আছে মায়ায়
মায়াবাদী নই আমি এই ধরায়",happiness
"এই শহর, যাদুর শহর
প্রানের শহর ঢাকারে
এই শহর, যাদুর শহর
প্রানের শহর আহারে",happiness
"পুরো পৃথিবী এক দিকে আর আমি অন্য দিক
সবাই বলে করছো ভুল আর তোরা বলিস ঠিক
তোরা ছিলি, তোরা আছিস, জানি তোরাই থাকবি
বন্ধু বোঝে আমাকে, বন্ধু আছে আর কি লাগে?",happiness
"সুসম্পর্ক, দুঃসম্পর্ক, আত্মীয়, অনাত্মীয়, শ্ত্রু মিত্র
রক্ত সম্পর্কে কেউ বা দ্বিতীয়, সৎ অসৎ, সব দূরের কাছের
বৈধ অবৈধ, হাজারও এসব সম্পর্ক ভাঙ্গে, থাকে বন্ধুত্ব",happiness
"তোরা ছিলি, তোরা আছিস, জানি তোরাই থাকবি
বন্ধু বোঝে আমাকে, বন্ধু আছে আর কি লাগে",happiness
"কিছু কথা যা যায় না বলা কাউকে
কিছু কাজ যা যায় না করা সহজে
কিছু আচরন মানে না কেউ সামনে
কিছু জায়গা যায় না যাওয়া চাইলেই
সবই হয় যদি তোরা থাকিস সেখানে",happiness
"জলছবি, রংমশাল
স্কুল ছুটির হজমিরা",happiness
"রূপকথার পায়রাদের গল্প বল
বন্ধু চল
রামধনু, ঝালমুড়ি
হাফ টিকিট, আব্বুলিশ
বিটনুন আর চুরমুরেরহেডফোনের সেরা অফার
গল্প বল",happiness
"বন্ধু চল রোদ্দুরে
মন কেমন মাঠ জুড়ে
খেলব আজ ওই ঘাসে
তোর টিমে, তোর পাশে",happiness
"ফুটকড়াই, এন্টেনা
হাত চিঠি, হাফ প্যাডেল
আয়না আর জলপরীর
গল্প বল",happiness
"সাপ-লুডো, চিত্রহার
লোডশেডিং, শুকতারা
পাঁচসিকের দুঃখদের
গল্প বল",happiness
"বন্ধু চল, বলটা দে
রাখবো হাত তোর কাঁধে
গল্পেরা ওই ঘাসে
তোর টিমে, তোর পাশে",happiness
"ভাড়া করা সাইকেল রেসগুলো
ছুটছে ব্যাক পাসে
ধোঁয়া ধোঁয়া নৌকার ছাইগুলো
উড়ছে একপাশে",happiness
"ভাড়া করা সাইকেল রেসগুলো
ছুটছে ব্যাক পাসে
খালি গায়ে নৌকার ছাইগুলো
উড়ছে একপাশে",happiness
"সেলোফেনে মুড়ে রাখা রাংতারা
সাদা-কালো অ্যালবামে
সন্ধ্যের আরতির শাঁখ বাজে
বন্ধুর ডাকনামে",happiness
"তোমায় আমি গড়তে চাই না, পড়তে চাই না,
কাড়তে চাই না, নাড়তে চাই না,
ফুলের মত পাড়তে চাইনা,
চাইছি তোমার বন্ধুতা ।
",happiness
"তোমায় আমি বাঁধতে চাই না, রাখতে চাইনা,
কাটতে চাই না, ছাড়তে চাই না,
স্মৃতির মত ঘাটতে চাই না,
চাইছি তোমার বন্ধুতা ।
",happiness
